num,PET,variation,category,orig_text,clean_text,char_count,word_count,edited_text,label
299,gelişmekte olan ülke,gelişmekte olan ülke,politics,"Fransız bilim insanları, her yıl iki milyon insanın virüs ve parazitlerden dolayı kansere yakalandıklarını öne sürdü. Araştırmalara göre 2008’de kanser teşhisi konulan hastaların yüzde 16’sı enfeksiyon sonrası bu hastalığa yakalanmış. Gelişmekte olan ülkelerde oranın yüksek olduğuna dikkat çekilen çalışmaya göre, genital kanserlere neden olabilen HPV virüsü ile Hepatit B ve C virüsleri en sık rastlanan kanser nedenleri arasında.","fransız bilim insanları, her yıl iki milyon insanın virüs ve parazitlerden dolayı kansere yakalandıklarını öne sürdü. araştırmalara göre 2008’de kanser teşhisi konulan hastaların yüzde 16’sı enfeksiyon sonrası bu hastalığa yakalanmış. gelişmekte olan ülkelerde oranın yüksek olduğuna dikkat çekilen çalışmaya göre, genital kanserlere neden olabilen hpv virüsü ile hepatit b ve c virüsleri en sık rastlanan kanser nedenleri arasında.",432,58,"Fransız bilim insanları, her yıl iki milyon insanın virüs ve parazitlerden dolayı kansere yakalandıklarını öne sürdü. Araştırmalara göre 2008’de kanser teşhisi konulan hastaların yüzde 16’sı enfeksiyon sonrası bu hastalığa yakalanmış. [PET_BOUNDARY]Gelişmekte olan ülke[PET_BOUNDARY]lerde oranın yüksek olduğuna dikkat çekilen çalışmaya göre, genital kanserlere neden olabilen HPV virüsü ile Hepatit B ve C virüsleri en sık rastlanan kanser nedenleri arasında.",1
300,gelişmekte olan ülke,gelişmekte olan ülke,politics,"Erkekli kampanya için çektiği videoda, tiyatrocu olmasını sağlayan İngilizce öğretmeni Pesen Şentürker’in sözlerini şöyle aktardı: ""Bırak bu inşaat mühendisliği sevdasını. Bizim gibi gelişmekte olan ülkelerde insan inşasına gerek var. İnsan inşasının ihtiyacı da sanatla oluyor. Söz ver, bana eğer bir şey olacak olursa yine de tiyatrocu olacaksın değil mi?""","erkekli kampanya için çektiği videoda, tiyatrocu olmasını sağlayan i̇ngilizce öğretmeni pesen şentürker’in sözlerini şöyle aktardı: ""bırak bu inşaat mühendisliği sevdasını. bizim gibi gelişmekte olan ülkelerde insan inşasına gerek var. i̇nsan inşasının ihtiyacı da sanatla oluyor. söz ver, bana eğer bir şey olacak olursa yine de tiyatrocu olacaksın değil mi?""",360,49,"Erkekli kampanya için çektiği videoda, tiyatrocu olmasını sağlayan İngilizce öğretmeni Pesen Şentürker’in sözlerini şöyle aktardı: ""Bırak bu inşaat mühendisliği sevdasını. Bizim gibi [PET_BOUNDARY]gelişmekte olan ülke[PET_BOUNDARY]lerde insan inşasına gerek var. İnsan inşasının ihtiyacı da sanatla oluyor. Söz ver, bana eğer bir şey olacak olursa yine de tiyatrocu olacaksın değil mi?""",0
301,göğüs,göğsü,physical/mental attributes,"Çağla Şikel’in geçen hafta ""Her Şey Dahil"" programında dans ederken göğsü açılmıştı. Çok konuşulan bu canlı yayın kazası, Youtube'da ‘En Popüler Video’ kategorisinde yer aldı ve 1 milyon kez izlendi. AVUKATI DEVREDE Vatan'dan Gülşen Yüksel'in haberine göre, Görüntülerden çok rahatsız olan 2 çocuk annesi Şikel, 40’ın üzerinde internet sitesinde yer alan videolarla ilgili harekete geçti. Avukatına talimat vererek görüntülerin kaldırılmasını talep etti.","çağla şikel’in geçen hafta ""her şey dahil"" programında dans ederken göğsü açılmıştı. çok konuşulan bu canlı yayın kazası, youtube'da ‘en popüler video’ kategorisinde yer aldı ve 1 milyon kez izlendi. avukati devrede vatan'dan gülşen yüksel'in haberine göre, görüntülerden çok rahatsız olan 2 çocuk annesi şikel, 40’ın üzerinde internet sitesinde yer alan videolarla ilgili harekete geçti. avukatına talimat vererek görüntülerin kaldırılmasını talep etti.",454,62,"Çağla Şikel’in geçen hafta ""Her Şey Dahil"" programında dans ederken [PET_BOUNDARY]göğsü[PET_BOUNDARY] açılmıştı. Çok konuşulan bu canlı yayın kazası, Youtube'da ‘En Popüler Video’ kategorisinde yer aldı ve 1 milyon kez izlendi. AVUKATI DEVREDE Vatan'dan Gülşen Yüksel'in haberine göre, Görüntülerden çok rahatsız olan 2 çocuk annesi Şikel, 40’ın üzerinde internet sitesinde yer alan videolarla ilgili harekete geçti. Avukatına talimat vererek görüntülerin kaldırılmasını talep etti.",1
302,göğüs,göğsünü,physical/mental attributes,"""Yuh"" lama eyleminin ardından protesto edilen Antalya Vali Yardımcısı Metin Borazan, fotoğrafta vitrin mankenlerinden birinin kalçasını, birinin de göğsünü tutarken görünüyor. İddiaya göre bu fotoğraf Borazan'ın Facebook sayfasında yer alıyor. Milliyet'in haberine göre dün YGS'deki şifre iddialarını protesto için yürüyüş düzenleyen grubu tesadüfen gören Antalya Vali Yardımcısı Metin Borazan'ın elindeki fotoğraf makinesi ile bir süre grubun resimlerini çektikten sonra ""Yuh"" diye bağırmıştı.","""yuh"" lama eyleminin ardından protesto edilen antalya vali yardımcısı metin borazan, fotoğrafta vitrin mankenlerinden birinin kalçasını, birinin de göğsünü tutarken görünüyor. i̇ddiaya göre bu fotoğraf borazan'ın facebook sayfasında yer alıyor. milliyet'in haberine göre dün ygs'deki şifre iddialarını protesto için yürüyüş düzenleyen grubu tesadüfen gören antalya vali yardımcısı metin borazan'ın elindeki fotoğraf makinesi ile bir süre grubun resimlerini çektikten sonra ""yuh"" diye bağırmıştı.",495,62,"""Yuh"" lama eyleminin ardından protesto edilen Antalya Vali Yardımcısı Metin Borazan, fotoğrafta vitrin mankenlerinden birinin kalçasını, birinin de [PET_BOUNDARY]göğsünü[PET_BOUNDARY] tutarken görünüyor. İddiaya göre bu fotoğraf Borazan'ın Facebook sayfasında yer alıyor. Milliyet'in haberine göre dün YGS'deki şifre iddialarını protesto için yürüyüş düzenleyen grubu tesadüfen gören Antalya Vali Yardımcısı Metin Borazan'ın elindeki fotoğraf makinesi ile bir süre grubun resimlerini çektikten sonra ""Yuh"" diye bağırmıştı.",1
303,göğüs,göğüslerini,physical/mental attributes,"Scott Moore ve evli olduğu Thomas, aslında kız olarak dünyaya geldiler. Scott, göğüslerini aldırdı ama cinsiyet değiştirme ameliyatı olmadı. Thomas ise cinsiyet değiştirme operasyonuyla erkek oldu. Terapi grubunda buluşan ikili, 2007 yılından beri birlikte. Scott, 2009’da bir erkek arkadaşından alınan spermle hamile kaldı. Bebek, Şubat ayında doğacak. Dünyanın ilk hamile erkeği Thomas Beatie, 14 Temmuz 2008’de kızı Susan Juliette Beatie’yi dünyaya getirmişti.","scott moore ve evli olduğu thomas, aslında kız olarak dünyaya geldiler. scott, göğüslerini aldırdı ama cinsiyet değiştirme ameliyatı olmadı. thomas ise cinsiyet değiştirme operasyonuyla erkek oldu. terapi grubunda buluşan ikili, 2007 yılından beri birlikte. scott, 2009’da bir erkek arkadaşından alınan spermle hamile kaldı. bebek, şubat ayında doğacak. dünyanın ilk hamile erkeği thomas beatie, 14 temmuz 2008’de kızı susan juliette beatie’yi dünyaya getirmişti.",463,62,"Scott Moore ve evli olduğu Thomas, aslında kız olarak dünyaya geldiler. Scott, [PET_BOUNDARY]göğüslerini[PET_BOUNDARY] aldırdı ama cinsiyet değiştirme ameliyatı olmadı. Thomas ise cinsiyet değiştirme operasyonuyla erkek oldu. Terapi grubunda buluşan ikili, 2007 yılından beri birlikte. Scott, 2009’da bir erkek arkadaşından alınan spermle hamile kaldı. Bebek, Şubat ayında doğacak. Dünyanın ilk hamile erkeği Thomas Beatie, 14 Temmuz 2008’de kızı Susan Juliette Beatie’yi dünyaya getirmişti.",1
304,göğüs,göğüs,physical/mental attributes,"Emmy ödüllü aktrisin menejeri Barbara Lawrence, McClanahan'in felç geçirerek öldüğünü söyledi. Göğüs kanseri nedeniyle 1997 yılında tedavi gören McClanahan, 2009 yılında da baypas ameliyatı geçirmişti. Televizyonlarda 1980'li yıllarda gösterilen ""Altın Kızlar"" dizisinde Dorothy'i canlandıran Estelle Getty ve Sophia'yı canlandıran Estelle Getty de yaşamını yitirmişti.","emmy ödüllü aktrisin menejeri barbara lawrence, mcclanahan'in felç geçirerek öldüğünü söyledi. göğüs kanseri nedeniyle 1997 yılında tedavi gören mcclanahan, 2009 yılında da baypas ameliyatı geçirmişti. televizyonlarda 1980'li yıllarda gösterilen ""altın kızlar"" dizisinde dorothy'i canlandıran estelle getty ve sophia'yı canlandıran estelle getty de yaşamını yitirmişti.",369,44,"Emmy ödüllü aktrisin menejeri Barbara Lawrence, McClanahan'in felç geçirerek öldüğünü söyledi. [PET_BOUNDARY]Göğüs[PET_BOUNDARY] kanseri nedeniyle 1997 yılında tedavi gören McClanahan, 2009 yılında da baypas ameliyatı geçirmişti. Televizyonlarda 1980'li yıllarda gösterilen ""Altın Kızlar"" dizisinde Dorothy'i canlandıran Estelle Getty ve Sophia'yı canlandıran Estelle Getty de yaşamını yitirmişti.",1
305,göğüs,göğüslerini,physical/mental attributes,"Erkek müşteri şifresini ATM'ye girdikten sonra kadınlardan biri göğüslerini açıyor, diğerleri de bu arada paraları alarak kaçıyordu. Fransız polisi hırsızların Paris'te bir banka şubesinde güvenlik kameralarınca görüntülendiğini ancak kadınların kimliğinin tespit edilemediğini söyleydi. Polis sözcüsü, ""Para çekenlere manzara ne kadar çekici olursa olsun makinelere odaklanmalarını öneriyoruz"" dedi. (Vatan)","erkek müşteri şifresini atm'ye girdikten sonra kadınlardan biri göğüslerini açıyor, diğerleri de bu arada paraları alarak kaçıyordu. fransız polisi hırsızların paris'te bir banka şubesinde güvenlik kameralarınca görüntülendiğini ancak kadınların kimliğinin tespit edilemediğini söyleydi. polis sözcüsü, ""para çekenlere manzara ne kadar çekici olursa olsun makinelere odaklanmalarını öneriyoruz"" dedi. (vatan)",408,48,"Erkek müşteri şifresini ATM'ye girdikten sonra kadınlardan biri [PET_BOUNDARY]göğüslerini[PET_BOUNDARY] açıyor, diğerleri de bu arada paraları alarak kaçıyordu. Fransız polisi hırsızların Paris'te bir banka şubesinde güvenlik kameralarınca görüntülendiğini ancak kadınların kimliğinin tespit edilemediğini söyleydi. Polis sözcüsü, ""Para çekenlere manzara ne kadar çekici olursa olsun makinelere odaklanmalarını öneriyoruz"" dedi. (Vatan)",1
306,göğüs,göğsünün,physical/mental attributes,"Las Vegas'ta sahneye çıkan Britney Spears, 'I Love Rock 'N' Roll' şarkısını seslendirdiği sırada büstiyerinin askısı açıldı. 34 yaşındaki ABD'li sanatçı, göğsünün görünmesini engellemek için eliyle sütyenini tutarak şarkı söylemeye devam etti. Sahnede bulunan dansçılar, şarkıcının imdanına yetişerek büstiyer askısını tekrar bağladı. İŞTE O ANLAR","las vegas'ta sahneye çıkan britney spears, 'i love rock 'n' roll' şarkısını seslendirdiği sırada büstiyerinin askısı açıldı. 34 yaşındaki abd'li sanatçı, göğsünün görünmesini engellemek için eliyle sütyenini tutarak şarkı söylemeye devam etti. sahnede bulunan dansçılar, şarkıcının imdanına yetişerek büstiyer askısını tekrar bağladı. i̇şte o anlar",348,45,"Las Vegas'ta sahneye çıkan Britney Spears, 'I Love Rock 'N' Roll' şarkısını seslendirdiği sırada büstiyerinin askısı açıldı. 34 yaşındaki ABD'li sanatçı, [PET_BOUNDARY]göğsünün[PET_BOUNDARY] görünmesini engellemek için eliyle sütyenini tutarak şarkı söylemeye devam etti. Sahnede bulunan dansçılar, şarkıcının imdanına yetişerek büstiyer askısını tekrar bağladı. İŞTE O ANLAR",1
307,göğüs,göğüs,physical/mental attributes,"Haberin diğer fotoğrafları için tıklayın Sırp pop şarkıcısı ve dansçı Milica Pavlovic, yeni albümünün tanıtımı için 'Ami G' adlı televizyon programına katıldı. Pavlovic, giydiği derin göğüs dekolteli elbiseyle dikkatleri üzerine çekti. Programa damgasını vuran 25 yaşındaki güzel, mavi renkli dekolte elbisesiyle çekilen bir fotoğrafı instagram hesabından takipçileriyle paylaştı.","haberin diğer fotoğrafları için tıklayın sırp pop şarkıcısı ve dansçı milica pavlovic, yeni albümünün tanıtımı için 'ami g' adlı televizyon programına katıldı. pavlovic, giydiği derin göğüs dekolteli elbiseyle dikkatleri üzerine çekti. programa damgasını vuran 25 yaşındaki güzel, mavi renkli dekolte elbisesiyle çekilen bir fotoğrafı instagram hesabından takipçileriyle paylaştı.",380,48,"Haberin diğer fotoğrafları için tıklayın Sırp pop şarkıcısı ve dansçı Milica Pavlovic, yeni albümünün tanıtımı için 'Ami G' adlı televizyon programına katıldı. Pavlovic, giydiği derin [PET_BOUNDARY]göğüs[PET_BOUNDARY] dekolteli elbiseyle dikkatleri üzerine çekti. Programa damgasını vuran 25 yaşındaki güzel, mavi renkli dekolte elbisesiyle çekilen bir fotoğrafı instagram hesabından takipçileriyle paylaştı.",1
308,göğüs,göğüs,physical/mental attributes,"Hadise, geçen hafta 'O Ses Türkiye' yarışmasında kardeşi Derya Açıkgöz'ün tasarımı bir elbise giymiş elbise stüdyo ışıklarının altında transparan olmuştu. 'O Ses Türkiye'de giydiği kıyafetle adından söz ettiren Hadise dün akşama da siyah dantelli ve göğüs dekolteli elbisesiyle damga vurdu.","hadise, geçen hafta 'o ses türkiye' yarışmasında kardeşi derya açıkgöz'ün tasarımı bir elbise giymiş elbise stüdyo ışıklarının altında transparan olmuştu. 'o ses türkiye'de giydiği kıyafetle adından söz ettiren hadise dün akşama da siyah dantelli ve göğüs dekolteli elbisesiyle damga vurdu.",290,40,"Hadise, geçen hafta 'O Ses Türkiye' yarışmasında kardeşi Derya Açıkgöz'ün tasarımı bir elbise giymiş elbise stüdyo ışıklarının altında transparan olmuştu. 'O Ses Türkiye'de giydiği kıyafetle adından söz ettiren Hadise dün akşama da siyah dantelli ve [PET_BOUNDARY]göğüs[PET_BOUNDARY] dekolteli elbisesiyle damga vurdu.",1
309,göğüs,göğüs,physical/mental attributes,"Nur Yerlitaş, geçtiğimiz hafta göğüs küçültme operasyonu için gittiği hastanede meme kanseri teşhisi konulması üzerine ameliyata alınmıştı. Ünlü modacı, dün hastaneden taburcu oldu. Hastane çıkışı ""Herkese çok teşekkür ediyorum. Her kadının göğüs kontrolleri yaptırmasını istiyorum"" ifadelerini kullanan Yerlitaş, bugün ise instagram'da bir fotoğraf paylaştı. ""Kır dümeni kaptan; aydınlık sabahlara, güzel insanlara, mutlu yarınlara. Durma vira"" yazılı fotoğraf 10 bin beğeni aldı.","nur yerlitaş, geçtiğimiz hafta göğüs küçültme operasyonu için gittiği hastanede meme kanseri teşhisi konulması üzerine ameliyata alınmıştı. ünlü modacı, dün hastaneden taburcu oldu. hastane çıkışı ""herkese çok teşekkür ediyorum. her kadının göğüs kontrolleri yaptırmasını istiyorum"" ifadelerini kullanan yerlitaş, bugün ise instagram'da bir fotoğraf paylaştı. ""kır dümeni kaptan; aydınlık sabahlara, güzel insanlara, mutlu yarınlara. durma vira"" yazılı fotoğraf 10 bin beğeni aldı.",481,61,"Nur Yerlitaş, geçtiğimiz hafta [PET_BOUNDARY]göğüs[PET_BOUNDARY] küçültme operasyonu için gittiği hastanede meme kanseri teşhisi konulması üzerine ameliyata alınmıştı. Ünlü modacı, dün hastaneden taburcu oldu. Hastane çıkışı ""Herkese çok teşekkür ediyorum. Her kadının göğüs kontrolleri yaptırmasını istiyorum"" ifadelerini kullanan Yerlitaş, bugün ise instagram'da bir fotoğraf paylaştı. ""Kır dümeni kaptan; aydınlık sabahlara, güzel insanlara, mutlu yarınlara. Durma vira"" yazılı fotoğraf 10 bin beğeni aldı.",1
310,göğüs,göğüs,physical/mental attributes,"Haberin diğer fotoğrafları için tıklayın Hollywood'da akşam yemeği sonrası görüntülenen Pamela Anderson, derin göğüs dekolteli elbisesi ile dikkatleri üzerine çekti. Göğüs bölümü çiçek detaylı, diz boyunda pembe bir elbise tercih eden 49 yaşındaki oyuncu, formunu koruduğunu gözler önüne serdi.","haberin diğer fotoğrafları için tıklayın hollywood'da akşam yemeği sonrası görüntülenen pamela anderson, derin göğüs dekolteli elbisesi ile dikkatleri üzerine çekti. göğüs bölümü çiçek detaylı, diz boyunda pembe bir elbise tercih eden 49 yaşındaki oyuncu, formunu koruduğunu gözler önüne serdi.",294,39,"Haberin diğer fotoğrafları için tıklayın Hollywood'da akşam yemeği sonrası görüntülenen Pamela Anderson, derin [PET_BOUNDARY]göğüs[PET_BOUNDARY] dekolteli elbisesi ile dikkatleri üzerine çekti. Göğüs bölümü çiçek detaylı, diz boyunda pembe bir elbise tercih eden 49 yaşındaki oyuncu, formunu koruduğunu gözler önüne serdi.",1
311,göğüs,göğüs,physical/mental attributes,"Eşi Harun Tan ve oğlu Beren’le birlikte Gündoğan’daki evlerine gelen Ebru Şallı, gün boyunca güneşlendi, oğluyla denizin tadını çıkardı. Bir mayo firmasına verdiği bir fotoğrafının üzerinde photoshop ile oynandığı için öfkelenen Şallı, ""O fotoğraflar 8 ay önce çekilmişti. Ama fotoğrafta göğüs bölgemde photoshop ile oynama yapılmış. Ben kendi normal halimi daha iyi ve güzel buluyorum"" dedi.","eşi harun tan ve oğlu beren’le birlikte gündoğan’daki evlerine gelen ebru şallı, gün boyunca güneşlendi, oğluyla denizin tadını çıkardı. bir mayo firmasına verdiği bir fotoğrafının üzerinde photoshop ile oynandığı için öfkelenen şallı, ""o fotoğraflar 8 ay önce çekilmişti. ama fotoğrafta göğüs bölgemde photoshop ile oynama yapılmış. ben kendi normal halimi daha iyi ve güzel buluyorum"" dedi.",392,56,"Eşi Harun Tan ve oğlu Beren’le birlikte Gündoğan’daki evlerine gelen Ebru Şallı, gün boyunca güneşlendi, oğluyla denizin tadını çıkardı. Bir mayo firmasına verdiği bir fotoğrafının üzerinde photoshop ile oynandığı için öfkelenen Şallı, ""O fotoğraflar 8 ay önce çekilmişti. Ama fotoğrafta [PET_BOUNDARY]göğüs[PET_BOUNDARY] bölgemde photoshop ile oynama yapılmış. Ben kendi normal halimi daha iyi ve güzel buluyorum"" dedi.",1
